Composer, Score, Distribution
Mozart,Piano Sonata K333 iii Bb major.mid,"[210.87499950000063, 34.45833330000005, 260.5833330000004, 241.20833310000012, 40.9166666000001, 381.54166664, 44.125, 162.12499950000068, 49.08333349999975, 157.95833326, 327.8749989800009, 21.9166666000001]"
Mozart,Piano Sonata K309 i C major.mid,"[506.9583334, 48.25, 391.375, 35.75, 309.5, 188.625, 108.875, 489.75, 38.75, 288.125, 62.75, 234.25]"
Mozart,Piano Sonata K457 iii C minor.mid,"[172.37499946299988, 23.3333334, 129.95833317, 136.04166632000016, 35.37499982999999, 143.16666659300006, 43.20833309999996, 240.74999913299968, 77.79166639299989, 30.541666400000025, 79.29166612999992, 103.33333323]"
Mozart,Piano Sonata K330 iii C major.mid,"[220.7499997230002, 13.749999969999934, 229.2083332000001, 16.041666599999985, 162.58333328599997, 105.99999942300016, 39.291666430000234, 327.3333326300005, 7.6666667000000075, 98.08333320000011, 12.875000000000057, 159.99999933000015]"
Mozart,Piano Sonata K570 i Bb major.mid,"[164.70833286000013, 30.333333299999993, 161.29166619, 133.45833320000003, 46.7083332, 232.9166660600002, 20.58333330000005, 125.4583328000003, 36.87500000000006, 103.91666640000011, 185.1666663000002, 24.249999900000006]"
Mozart,"Piano Concerto No 26 in D, K 537 ii A major.mid","[39.333333400000015, 218.54166659999999, 173.125, 32.87500010000002, 377.0, 21.208333299999993, 66.25, 27.54166680000003, 122.79166649999996, 329.6666667, 4.41666680000003, 193.95833316999995]"
Mozart,Piano Sonata K310 ii F major.mid,"[247.16666601999987, 13.541666700000007, 153.12499989999998, 18.708332999999925, 107.6666666, 235.87499960999992, 15.625000100000022, 190.49999969999993, 6.5833332999999925, 175.1666657599998, 136.62499939999987, 37.37499989999998]"
Mozart,Piano Sonata K279 i C major.mid,"[163.625, 10.75, 125.00000009999985, 8.5833334, 126.29166669999995, 94.125, 47.25, 179.375, 16.6666666, 107.3333332, 15.75, 95.7083334]"
Mozart,Piano Quartet No1 K478 ii Bb major.mid,"[123.041666767, 5.25, 111.24999979999996, 80.62500007000001, 25.75, 160.33333328999998, 15.333333299999993, 89.12500004, 2.875, 74.20833335000002, 124.87499997699996, 5.416666599999985]"
Mozart,Piano Sonata K570 iii Bb major.mid,"[103.41666663000001, 12.875, 121.16666663, 101.20833343000001, 29.375, 155.20833319999997, 18.375, 88.54166677, 15.375, 70.16666663, 230.70833333, 14.0]"
Mozart,Piano Sonata K545 iii C major.mid,"[57.95833320000001, 3.9583333599999833, 42.208333283000044, 3.5416666999999933, 63.29166654300006, 40.999999975999984, 5.499999990000003, 42.95833334000001, 7.791666560000024, 45.00000005000004, 1.0, 37.166666393]"
Mozart,Piano Sonata K281 iii Bb major.mid,"[156.29166663999962, 23.916666499999977, 224.50000038999954, 189.5833335399998, 34.583333030000404, 228.54166644000054, 58.499999900000105, 168.16666617000016, 27.29166650000019, 127.5000002799999, 304.4583339499993, 27.499999799999955]"
Mozart,Piano Sonata K310 i A minor.mid,"[229.25, 22.75, 151.4166667, 43.875, 281.58333333, 114.25, 25.25, 141.0, 65.04166663299999, 227.0, 32.125, 150.1666667]"
Mozart,Piano Piece K33b F major.mid,"[38.0, 0, 16.0, 0, 16.5, 42.0, 0, 24.5, 0, 36.0, 28.0, 0]"
Mozart,Piano Trio K442 ii G major.mid,"[214.33333350000004, 46.83333329999999, 412.7499998999999, 39.000000200000045, 195.45833319999986, 41.0, 186.5416671000001, 544.9999999999999, 24.25, 241.6249999370002, 16.208333400000015, 274.54166710699985]"
Mozart,Piano Sonata K282 iii Eb major.mid,"[133.99999986000012, 16.291666669999998, 145.58333324000006, 227.62499969000012, 13.375, 201.58333325999993, 18.25, 196.9166670399998, 113.16666650000008, 38.45833332999999, 271.62500000000017, 30.666666700000007]"
Mozart,Piano Sonata K547a ii F major.mid,"[41.041666490000026, 6.0, 31.999999930000016, 1.25, 31.958333330000002, 49.999999990000006, 4.0, 40.416666660000004, 3.125, 57.74999985999999, 34.24999995, 4.0]"
Mozart,"Piano Concerto No 27 in Bb, K 595 ii Eb major.mid","[111.91666659999999, 65.04166609999987, 176.0416661299999, 445.91666558999975, 4.25, 286.29166632999994, 50.3333328999999, 208.70833333000002, 209.12499965999993, 37.0, 481.74999935999983, 45.333333400000015]"
Mozart,Piano Sonata K330 ii F major.mid,"[537.2916662970002, 110.91666670000001, 142.91666669999998, 115.70833319999997, 125.8749995999999, 509.0416657000005, 16.708333299999936, 263.4166665800001, 140.79166650000008, 207.54166642999996, 227.54166647000028, 45.375]"
Mozart,Piano Sonata K309 ii F major.mid,"[112.3333330099999, 2.041666590000002, 32.583332989999974, 1.6250000299999954, 54.83333258999993, 94.99999931999992, 4.916666630000009, 53.66666581999992, 3.0, 92.41666632999997, 50.16666657999998, 14.083333070000009]"
Mozart,Piano Sonata K333 i Bb major.mid,"[202.125, 14.25, 183.75, 136.5, 68.5, 234.125, 24.0, 134.0, 16.5, 145.0, 212.625, 21.75]"
Mozart,Piano Sonata K283 ii C major.mid,"[104.08333304999995, 6.5, 75.87499983999997, 9.458333299999993, 81.41666656299998, 58.99999964999993, 14.083333360000012, 107.66666644999998, 11.333333299999993, 56.708333229999994, 6.791666599999985, 52.79166655999998]"
Mozart,Piano Sonata K576 ii A major.mid,"[6.541666629999991, 73.91666658999998, 49.04166662999998, 7.666666629999991, 68.70833315999998, 18.75, 46.24999989999999, 13.625, 28.333333269999986, 78.875000003, 4.25, 40.12499993]"
Mozart,Piano Sonata K332 ii Bb major.mid,"[57.62499995, 9.125, 45.41666663999999, 33.70833329999999, 16.541666706999994, 78.9583332, 9.625, 38.99999996999999, 7.25, 36.000000007, 65.0, 6.25]"
Mozart,Piano Sonata K280 i F major.mid,"[177.95833355000002, 23.54166629000005, 121.58333378000002, 12.416666360000065, 143.8749993099997, 204.9166662300001, 10.833332889999994, 153.79166665999992, 12.74999983000005, 152.04166613999996, 97.49999963000018, 39.29166673000009]"
Mozart,Piano Sonata K281 i Bb major.mid,"[197.2916661400003, 5.749999900000049, 157.6249992700001, 114.45833276000033, 38.87499935999992, 204.6249987899998, 18.04166653000003, 119.08333234000013, 22.083333000000096, 112.16666559399994, 244.58333144700077, 8.833333400000015]"
Mozart,Piano Trio K496 ii C major.mid,"[185.79166694400004, 25.20833338, 117.37499997999998, 43.54166674000001, 95.95833330999999, 80.41666670000001, 34.000000140000026, 190.66666687000003, 44.75000004, 82.37500011000002, 24.375, 77.29166671000003]"
Mozart,Piano Trio K496 i G major.mid,"[467.0833344699997, 172.91666674, 829.6666709099993, 134.5, 345.33333337, 56.25, 359.25, 745.2500019739996, 73.5, 649.0000006999998, 78.5, 396.7500007699998]"
Mozart,Piano Sonata K280 ii F minor.mid,"[164.0, 90.5, 23.5, 64.5, 45.5, 160.25, 22.5, 107.25, 121.0, 28.5, 86.25, 22.5]"
Mozart,Piano Sonata K284 i D major.mid,"[42.249999999999886, 199.9999990000012, 408.24999804600185, 26.6666666000001, 285.91666452000055, 44.08333319999991, 231.16666586000005, 161.49999960000042, 82.99999912000014, 463.4999981200018, 48.499999660000384, 194.91666566000072]"
Mozart,Piano Sonata K279 iii C major.mid,"[135.25, 17.75, 110.625, 8.625, 111.125, 63.75, 56.5, 156.375, 7.25, 87.625, 5.25, 90.45833329999999]"
Mozart,Piano Sonata K332 i F major.mid,"[297.49999970000033, 36.375, 157.74999999000005, 50.33333329999999, 151.9583335000002, 305.33333344000016, 19.666666599999985, 271.0833336699998, 58.45833325999999, 201.2083335399997, 124.99999996, 56.79166652999997]"
Mozart,Piano Sonata K282 ii Bb major.mid,"[114.4999990599998, 14.79166639999994, 130.99999993, 164.9583335100001, 22.916666669999998, 207.83333374000003, 7.25, 90.12499913999986, 41.74999959999991, 77.41666620999995, 231.83333212999975, 28.5]"
Mozart,Piano Sonata K283 iii G major.mid,"[85.25, 26.708333330000002, 160.83333333000002, 16.208333300000007, 84.58333329999999, 17.375, 88.2083334, 136.95833323, 16.125, 120.2083333, 18.75, 116.33333329999999]"
Mozart,"Piano Concerto No 27 in Bb, K 595 iii Bb major.mid","[543.5416618000022, 120.74999940000043, 550.9166566000046, 412.5833153300031, 137.4166660000003, 825.7916560900019, 113.99999933000053, 294.4583313000014, 110.16666590000057, 293.95833223000074, 916.8749992000024, 76.41666600000042]"
Mozart,Piano Sonata K457 i C minor.mid,"[186.24999953599996, 22.37499989999999, 100.29166675999996, 158.2916658140001, 23.166666599999985, 126.4166663599999, 24.499999870000014, 183.958332998, 106.95833292999993, 14.916666569999975, 82.20833283999991, 93.95833327300002]"
Mozart,Piano Sonata K330 i C major.mid,"[278.2499998230003, 15.291666599999985, 189.458332827, 21.166666499999963, 170.83333269400018, 104.1249999140002, 44.95833342999987, 310.91666643999986, 16.333333299999993, 102.04166660000021, 2.9166667000000075, 131.79166645999987]"
Mozart,Sonata for Two Pianos K448 iii D major.mid,"[120.25, 220.29166659999999, 529.9166667, 31.875, 359.79166669999995, 74.25, 307.0416666000001, 226.79166669999995, 100.125, 589.75, 22.0, 219.5416667]"
Mozart,String Quartet No10 K170 iii G major.mid,"[94.74999979999998, 30.75, 221.08333360000006, 17.5, 119.74999948999991, 11.91666680000003, 79.0, 219.83333351000002, 6.75, 142.66666656999996, 2.0, 155.50000065000006]"
Mozart,String Quartet No14 K387 ii G major.mid,"[177.25, 96.875, 365.75, 87.625, 154.25, 48.75, 172.29166663, 310.04166667, 23.75, 266.04166663, 89.58333329999999, 166.70833337]"
Mozart,Sonata Four Hands K358 iii Bb major.mid,"[213.16666663, 6.0, 194.33333337, 114.41666663, 43.0, 305.75, 16.5, 134.0, 2.0, 176.5, 210.83333337, 6.5]"
Mozart,String Quartet No11 K171 iii C minor.mid,"[99.75, 2.5, 80.75, 74.5, 5.25, 40.0, 26.75, 123.25, 32.75, 29.0, 46.25, 31.0]"
Mozart,Sonata for Two Pianos K448 i D major.mid,"[36.6666666000001, 361.58333339999996, 667.6666665, 50.375, 555.0833337020001, 31.875, 414.62500059999996, 223.25000006800002, 160.25, 798.7083346, 49.375, 331.79166660000004]"
Mozart,String Quartet No8 K168 i F major.mid,"[322.33333288999967, 26.541666599999985, 201.4166662, 23.75, 170.125, 323.58333267999984, 37.25, 293.87499989, 12.25, 224.24999969999982, 130.74999980000013, 87.62499989999998]"
Mozart,Sonata Four Hands K381 iii D major.mid,"[0.5, 84.95833367300017, 215.00000028900007, 4.375, 136.24999990599997, 0.5, 140.16666669699998, 69.04166594299984, 26.708333239999973, 256.7499997219999, 0, 57.37499981999987]"
Mozart,"Six-Voice Canon K347 ""Lass uns ziehn"" D major.mid","[0, 68, 88, 16, 74, 0, 101, 58, 0, 124, 0, 0]"
Mozart,String Quartet No9 K169 ii D major.mid,"[23.583333330000002, 72.62499991999998, 123.125, 3.5, 121.70833318699997, 25.125000030000006, 66.75000004, 78.50000009700003, 12.083333339999996, 196.54166697400007, 15.375, 44.208333370000005]"
Mozart,String Quartet No8 K168 iii F major.mid,"[212.08333319999997, 23.75, 59.29166670000001, 33.25, 91.04166657699997, 191.74999958299992, 5.0, 114.16666687000003, 4.25, 80.54166649999998, 132.16666655999998, 10.5]"
Mozart,Sonata Four Hands K381 i D major.mid,"[7.875, 125.91666638999995, 209.7916661399999, 11.958333299999993, 148.08333326, 18.499999899999978, 151.54166636599993, 127.37500010000002, 14.666666660000004, 220.83333316, 13.291666660000004, 97.99999998000001]"
Mozart,String Quartet No8 K168 iv F major.mid,"[106.83333230999982, 6.124999990000006, 89.08333275999993, 19.624999820000014, 60.624999709999955, 115.9999986999998, 4.041666630000009, 78.12499928, 2.958333330000002, 74.79166605999995, 61.79166588999986, 12.83333328999999]"
Mozart,String Quartet No1 K80 ii G major.mid,"[141.66666652599997, 30.25, 552.25, 0, 97.0, 5.0, 188.91666652599997, 473.74999968199995, 0, 268.33333291199995, 0, 240.58333305199994]"
Mozart,String Quartet No10 K170 i C major.mid,"[114.12499988899997, 0.75, 76.87500006000002, 0, 62.37499996299999, 88.29166667, 24.875, 144.62499995999997, 1.125, 92.49999996, 10.0, 75.16666662]"
Mozart,String Quartet No10 K170 ii C major.mid,"[192.24999979399996, 7.75, 118.12499971999998, 30.25, 71.99999992, 140.37499943999995, 46.5, 252.37499979399996, 26.25, 73.12500007400001, 28.0, 97.625]"
Mozart,String Quartet No9 K169 i A major.mid,"[6.5, 149.66666677, 104.91666663, 62.25, 215.83333326, 6.875, 150.08333334, 13.416666629999995, 129.08333323, 234.75000031000005, 5.5, 175.54166634999996]"
Mozart,String Quartet No11 K171 iv Eb major.mid,"[122.0, 3.0, 180.0, 301.5, 4.5, 251.25, 0, 211.5, 142.0, 65.5, 399.75, 1.0]"
Mozart,Sonata Four Hands K19d i C major.mid,"[300.66666592999985, 7.25, 220.37500007000003, 45.41666680000003, 155.79166645999996, 153.37499990999999, 41.749999930000016, 302.2083326699999, 18.0, 130.99999976999993, 70.29166659999999, 114.83333318999998]"
Mozart,String Quartet No11 K171 ii Eb major.mid,"[111.75, 78.0, 52.125, 221.625, 1.5, 118.25, 12, 102.5, 130.5, 37.0, 247.5, 5.0]"
Mozart,Sonata Four Hands K497 ii Bb major.mid,"[182.83333298699995, 5.375, 207.37499965699993, 176.95833287999992, 34.04166673000003, 261.5833328899999, 23.083333099999948, 182.99999950999992, 25.5, 108.62499975999995, 332.8333327209999, 17.666666600000013]"
Mozart,String Quartet No1 K80 iv G major.mid,"[194.0, 23.0, 345.75, 18.0, 143.0, 37.375, 155.125, 272.125, 6.0, 313.75, 49.5, 160.125]"
Mozart,String Quartet No13 K173 i D minor.mid,"[113.1666660999999, 61.958333100000345, 303.87499850999995, 47.374999860000145, 189.12499935000045, 164.54166650000013, 49.83333325999999, 182.83333279999994, 54.124999640000055, 335.0833328900002, 106.83333268999986, 104.41666578000006]"
Mozart,String Quartet No3 K156 iii G major.mid,"[116.29166659999999, 26.45833321999998, 230.04166649999996, 24.75, 72.70833309999995, 25.5, 110.66666641999996, 222.74999992, 1.0, 183.24999972, 57.25, 80.79166651999998]"
Mozart,String Quartet No2 K155 i D major.mid,"[12.0, 123.29166655999998, 308.4583331199999, 8.5, 214.41666656, 16.0, 209.87499975999995, 120.66666649999996, 36.625, 322.87499981999997, 21.083333299999993, 159.49999985999995]"
Mozart,String Quartet No2 K155 ii A major.mid,"[9.625, 59.79166649999996, 71.04166659999999, 30.25, 140.37499989999998, 9.125, 54.83333332000001, 0.5, 68.12499995000002, 110.45833332000001, 2.5, 109.12499989]"
Mozart,String Quartet No4 K157 i C major.mid,"[363.0833315140003, 7.9583331000001465, 338.9999991100001, 3.0, 244.9583320600004, 119.3333322700014, 65.83333244000036, 552.7499962640015, 10.5, 206.91666562000066, 2.9583332000001974, 255.29166667000004]"
Mozart,String Quartet No13 K173 iv D minor.mid,"[88.16666667, 55.25, 197.49999985999997, 38.95833329999999, 96.37500003, 93.0, 43.125, 160.7083333, 27.875, 167.41666655999998, 90.41666670000001, 52.0]"
Mozart,"Sonata for Violins, Trumpets, Organ, Cello, and Bass K263 C major.mid","[445.75, 21.0, 344.5, 2.0, 284.75, 194.5, 70.0, 681.5, 11.0, 168.0, 16.0, 167.0]"
Mozart,String Quartet No6 K159 iii Bb major.mid,"[146.62499998299987, 32.75, 133.8333328190001, 96.99999936299987, 16.833333539999956, 177.04166542399975, 31.24999986000003, 80.00000004999994, 2, 118.08333345299994, 241.4166659689998, 2.0]"
Mozart,String Quartet No14 K387 i G major.mid,"[193.16666630000014, 68.5, 360.33333310000023, 47.66666652999997, 236.83333182999968, 39.333333400000015, 196.79166592999985, 371.1666657969998, 33.625, 324.2083322299999, 43.541666599999985, 252.4999988999998]"
Mozart,Sonata Four Hands K357 ii G major.mid,"[131.29166680000003, 22.291667170000114, 216.20833285999993, 1.25, 74.20833276999987, 48.500000200000045, 58.666666369999945, 274.66666642999996, 16.291666700000007, 116.75000025000006, 3.91666680000003, 155.54166830000037]"
Mozart,String Quartet No12 K172 iii Bb major.mid,"[123.00000104000011, 0, 162.62499939999995, 60.75000040000003, 5.374999919999986, 217.62500026400005, 15, 71.50000018000001, 0, 126.25000014, 190.74999946999995, 2]"
Mozart,Sonata Four Hands K497 i F major.mid,"[747.6249987600006, 87.74999998999995, 295.91666556000007, 147.5416662300001, 320.04166441000007, 646.1666658299998, 60.791666400000054, 537.6249978600007, 147.70833327000003, 344.74999912999994, 332.20833126000036, 147.12500026]"
Mozart,"Solemn Vespers K339 ""Laudate Dominum"" (Reduction) F major.mid","[141.58333323, 3.75, 58.625, 11.5, 41.625, 157.24999996, 0, 64.375, 71.875, 85.625, 58.375, 65.375]"
Mozart,String Quartet No7 K160 i Eb major.mid,"[125.0, 12.75, 131.25, 218.5, 14.0, 201.25, 2.0, 177.125, 107.875, 27.375, 286.125, 28.375]"
Mozart,String Quartet No11 K171 i Eb major.mid,"[132.625, 1.0, 136.125, 283.75, 0.5, 168.45833337, 4, 148.25, 155.125, 52.125, 295.625, 13.0]"
Mozart,Sonata Four Hands K19d iii C major.mid,"[321.2916657569999, 1.0, 97.45833299999994, 42.83333330000001, 147.62499987, 214.37499973999996, 18.125, 419.9166663799999, 15.833333400000015, 81.33333322999998, 62.166666509999985, 71.54166577999982]"
Mozart,Sonata for Two Pianos K448 ii G major.mid,"[113.875, 66.79166651999998, 431.04166666, 6.875, 157.99999985999997, 13.708333299999993, 165.99999975999995, 326.70833316, 29.125, 267.0833329299999, 16.0, 176.12499969999993]"
Mozart,String Quartet No1 K80 i G major.mid,"[110.99999982999998, 47.5, 302.9999994459999, 1.0, 106.0, 7.75, 138.83333337, 245.5833329959999, 10.0, 197.62499961699996, 0, 139.16666677]"
Mozart,Sonata Four Hands K521 iii C major.mid,"[611.2916668430005, 18.083333299999993, 198.24999955999985, 15.083333299999936, 229.83333340000001, 153.95833360000006, 46.4583334699998, 479.8749991030003, 28.333333499999753, 132.58333296000038, 4.79166650000019, 164.58333317000006]"
Mozart,String Quartet No14 K387 iii C major.mid,"[194.54166644999998, 17.45833332000001, 133.29166659999999, 39.91666680000003, 91.45833332000001, 71.99999996999999, 54.70833319999997, 209.45833310999998, 21.791666599999985, 62.29166670000001, 21.958333339999996, 82.74999996]"
Mozart,"Six Notturni No6 K437 ""Mi lagnero tacendo"" G major.mid","[90.75, 19.0, 122.0, 21.75, 42.25, 16.5, 62.5, 112.25, 5.5, 69.75, 11.0, 59.25]"
Mozart,String Quartet No3 K156 i G major.mid,"[58.49999989999998, 48.083333229999994, 247.87499939999987, 10.0, 96.58333311999996, 1.5, 147.62499986299997, 167.41666653, 2.5, 199.12499933999987, 11.5, 114.20833299999993]"
Mozart,String Quartet No12 K172 i Bb major.mid,"[363.3333319000002, 6.0, 282.66666532000085, 188.33333240000076, 85.83333233000015, 533.9166556900063, 1.5, 219.08333183400072, 40.333332920000146, 254.24999810000097, 491.4166643600012, 7.999999800000126]"
Mozart,String Quartet No5 K158 ii A minor.mid,"[98.24999973999999, 6.2083332999999925, 90.12499986, 16.0, 134.91666624999996, 65.54166649000001, 4.5, 56.124999819999985, 41.87499989999998, 92.12499969999993, 4.5, 79.41666642]"
Mozart,String Quartet No10 K170 iv C major.mid,"[121.25, 2.75, 66.75, 3.625, 93.125, 91.125, 10.125, 113.875, 25.75, 56.25, 6.125, 59.375]"
Mozart,String Quartet No9 K169 iii A major.mid,"[0, 135.25000120000013, 73.00000020000002, 47.75, 222.74999829999962, 0, 120.00000224000044, 0, 82.75000020000002, 158.33333276999986, 27, 180.4999992]"
Mozart,String Quartet No8 K168 ii F minor.mid,"[227.0, 116.75, 35.75, 78.0, 68.75, 217.66666698700004, 27.0, 152.25, 154.0, 22.0, 189.0, 36.75]"
Mozart,String Quartet No7 K160 iii Eb major.mid,"[72.37499955999996, 0, 116.37499997999998, 183.37499929999996, 1.75, 122.83333335999997, 1.3333333599999833, 98.41666627999996, 57.45833329999999, 30.5, 239.83333351, 1.33333360000006]"
Mozart,Sonata Four Hands K381 ii G major.mid,"[78.08333326999998, 23.54166665000001, 163.91666627999996, 0.8333332999999925, 60.20833314999997, 4.375, 77.49999961199995, 166.16666627699993, 3.0, 112.12499989000001, 0, 70.37499979999998]"
Mozart,String Quartet No4 K157 iii C major.mid,"[209.70833250999982, 0, 119.16666615999992, 13.0, 117.20833269999989, 101.62499949999989, 6.833333289999999, 127.29166571999983, 7.8333332999999925, 53.9999995199999, 4.5, 82.95833313999998]"
Mozart,String Quartet No7 K160 ii Ab major.mid,"[109.5416657799999, 96.87499919999982, 32.916666599999985, 160.45833188999973, 8.666666599999985, 93.66666663000001, 13.75, 52.37499968999998, 173.91666521999974, 14.374999580000008, 92.74999933000004, 2.5]"
Mozart,String Quartet No6 K159 i Bb major.mid,"[185.41666677000003, 10.0, 142.20833295999992, 94.20833344000002, 50.20833329999999, 200.41666621999994, 9.208333299999993, 137.24999982999998, 11.583333400000015, 152.16666597999992, 191.20833298999992, 3.5]"
Mozart,Sonata Four Hands K521 i C major.mid,"[387.33333221000106, 34.24999982999995, 392.2083317800009, 20.16666650000019, 279.9166658540007, 194.66666619000063, 104.04166643000023, 532.2083323800011, 29.04166674000001, 229.5833324200006, 27.291666600000042, 230.08333228000055]"
Mozart,"Solemn Vespers K339 ""Dixit Dominus"" (Reduction) C major.mid","[284.95833323, 51.24999992999999, 316.3749997599999, 39.125, 223.24999989999998, 176.99999993, 67.08333329999999, 432.74999983, 42.08333329999999, 244.58333319999997, 35.75, 216.24999989999998]"
Mozart,Sonata Four Hands K357 iii G major.mid,"[25.708333330000002, 0.75, 61.70833333, 1.25, 12.583333320000007, 1.125, 14.458333330000002, 53.91666666, 3.0, 27.124999986000006, 0, 31.249999996]"
